time,row,col,demand
435,7,4,20
547,2,6,224
107,1,7,20
651,3,7,63
10,4,6,58
694,3,5,255
34,7,5,6
565,5,1,16
59,5,5,162
349,0,7,44
350,3,3,114
109,5,5,20
267,2,2,23
611,0,0,0
23,7,6,0
552,7,6,26
322,5,7,0
57,6,4,45
544,1,1,0
76,3,3,22
12,5,1,0
302,7,6,147
223,3,1,0
346,4,6,0
73,6,3,6
384,0,4,112
712,3,4,0
684,1,7,54
670,2,7,172
491,3,3,14
277,3,6,9
665,2,5,204
427,2,1,0
206,0,6,109
593,4,5,105
487,7,6,0
387,1,2,48
168,2,5,77
518,6,2,0
45,3,5,319
660,4,0,0
660,6,1,0
374,1,0,0
199,1,1,0
643,3,3,97
53,0,3,3
625,6,5,97
522,1,7,114
653,7,2,0
712,4,4,13
158,5,0,0
485,7,0,0
209,5,7,157
711,3,5,0
723,0,2,132
284,2,7,56
58,3,1,3
394,4,5,7
445,6,3,0
58,3,7,141
381,1,1,0
643,4,1,11
59,1,1,3
465,5,3,0
67,7,5,15
489,3,0,0
266,0,6,52
728,4,5,2019
82,5,6,89
517,7,0,0
279,1,2,14
545,0,3,95
539,3,4,0
90,1,3,67
219,3,4,29
573,0,6,587
480,6,2,0
500,6,6,22
377,0,2,11
442,4,5,0
368,1,4,0
65,4,4,75
455,4,4,106
724,7,3,14
348,3,3,44
682,7,7,0
682,5,6,0
571,3,0,16
490,0,4,14
500,2,5,167
455,3,5,86
80,5,4,12
716,1,6,56
440,1,4,0
216,0,0,42
653,4,1,0
77,5,3,0
652,3,5,153
470,2,2,48
49,2,0,0
29,3,1,37
661,6,6,20
705,5,3,0
383,7,3,11
707,4,7,22
535,5,7,0
419,1,7,0
244,0,4,0
47,4,0,0
509,3,4,47
35,2,6,441
175,6,7,0
116,5,6,27
552,3,3,184
67,3,7,145
167,4,3,18
388,0,1,0
543,2,3,255
703,6,4,56
26,1,6,3
427,3,4,51
471,2,1,8
47,2,4,32
717,5,1,0
674,1,0,0
452,3,4,33
544,6,7,31
175,4,1,0
160,6,6,55
556,5,3,10
204,2,0,5
147,1,5,18
355,4,0,0
570,5,3,32
12,4,6,33
641,4,0,0
356,1,6,108
292,2,2,64
183,6,0,0
38,0,0,3
288,6,1,25
501,7,5,0
452,0,6,33
229,5,3,5
602,0,0,0
589,0,6,71
248,1,7,0
435,1,0,0
205,1,3,61
66,0,4,380
645,0,7,67
137,1,6,275
67,6,2,0
350,4,1,10
176,3,2,0
417,4,4,0
156,1,7,183
282,4,7,9
262,1,5,80
637,0,4,11
241,3,3,14
127,3,1,0
436,5,5,25
610,5,7,0
525,4,5,228
553,0,0,42
547,4,5,71
169,1,6,19
146,6,3,0
545,1,4,104
157,2,7,91
71,3,4,12
567,5,3,16
41,7,0,0
408,4,7,243
205,3,0,0
552,6,4,32
492,2,4,22
272,1,3,0
508,0,7,53
638,7,3,0
193,3,0,0
447,2,6,25
366,5,7,17
429,2,6,106
38,1,0,0
211,7,2,0
96,3,2,10
426,1,2,43
689,2,0,0
95,7,6,19
209,6,0,0
250,7,6,0
63,6,4,24
23,6,7,3
107,0,1,6
266,1,3,41
467,2,5,0
564,5,4,0
377,3,7,28
424,2,7,70
563,0,6,0
15,0,7,118
347,0,0,6
16,6,0,0
209,7,6,5
25,1,0,0
48,0,4,36
716,2,1,0
642,7,2,11
50,5,5,3
351,1,7,98
372,6,1,0
525,1,3,114
613,6,6,0
623,7,0,0
69,2,7,169
148,5,4,0
674,3,4,86
284,4,4,38
399,1,5,186
358,6,4,10
65,2,0,0
264,7,1,0
515,6,0,0
251,1,0,0
141,3,6,394
623,4,5,103
85,0,7,218
716,1,3,225
662,3,2,20
349,4,0,6
435,5,3,20
560,0,2,16
468,0,2,21
154,6,6,11
606,4,3,103
512,3,1,0
432,3,0,0
510,2,5,9
560,1,5,0
520,6,5,23
274,7,5,0
340,5,4,17
422,4,0,0
681,1,7,0
359,3,4,98
258,0,4,39
499,6,5,45
658,3,2,0
189,0,4,12
361,2,7,17
127,5,3,4
81,6,7,0
264,4,7,32
263,2,3,50
697,3,5,350
18,3,4,77
466,2,4,0
252,6,0,0
28,6,5,0
615,7,6,0
212,0,1,0
196,2,6,16
650,5,2,0
538,4,2,0
216,3,7,13
217,6,7,0
448,2,2,25
253,5,0,0
629,2,6,49
514,5,0,0
625,7,5,49
151,5,0,0
710,6,6,0
258,4,6,80
675,6,5,21
193,1,6,28
301,7,5,181
559,3,0,0
166,4,7,80
121,6,0,0
70,1,1,3
596,2,7,247
341,5,4,33
449,1,1,0
97,1,5,40
444,7,0,0
262,1,2,186
521,3,2,23
565,6,5,16
515,1,4,9
545,7,3,0
731,3,0,0
479,2,5,387
512,6,1,0
303,0,0,15
719,0,5,225
315,5,0,0
456,4,3,56
398,4,3,18
511,7,4,0
660,4,7,39
110,5,6,0
227,6,7,0
705,2,3,246
190,2,2,24
659,6,2,0
427,3,5,180
151,7,0,0
508,7,1,0
410,4,6,419
595,6,1,0
304,3,2,34
457,7,3,8
473,3,0,0
117,7,3,0
334,3,2,10
624,6,4,67
256,7,6,5
23,3,7,30
198,3,2,5
163,5,0,0
105,1,4,6
169,7,5,4
454,4,1,45
445,7,5,0
707,1,6,43
32,0,5,20
169,3,7,12
343,6,4,0
337,6,7,21
495,0,4,100
510,3,2,15
423,3,0,0
208,6,2,0
309,0,5,128
131,3,5,39
724,5,4,36
120,5,2,11
543,7,5,0
179,2,1,4
483,6,6,0
630,3,4,19
141,1,7,74
135,4,4,48
578,3,1,34
151,5,1,0
83,3,4,146
182,7,1,0
511,7,2,0
447,1,6,13
586,7,0,0
265,0,7,56
638,5,5,19
546,1,6,135
401,1,0,0
622,0,3,64
31,0,1,0
348,5,4,33
273,4,5,0
128,7,5,4
607,2,6,11
557,6,7,16
373,6,0,0
458,6,2,0
61,0,5,237
532,2,6,184
445,1,1,0
430,3,5,188
400,5,5,66
172,5,1,0
512,2,1,0
535,6,0,0
315,7,1,0
551,4,3,111
270,0,3,0
295,2,3,0
614,2,0,0
84,1,3,322
402,3,3,23
588,5,7,61
460,3,4,27
115,7,0,0
501,3,5,493
87,0,6,879
599,6,7,71
24,6,2,0
309,5,6,83
671,5,7,165
246,5,5,5
583,3,2,0
165,4,4,96
40,2,0,0
102,1,4,0
332,3,3,46
533,3,3,25
240,6,0,0
676,6,5,0
354,2,3,146
225,0,6,5
453,7,2,0
525,4,7,295
372,7,3,0
470,3,2,13
387,2,2,48
194,0,0,0
523,0,7,181
20,5,2,3
512,3,7,9
363,1,0,0
383,2,3,170
445,1,3,53
687,1,2,0
159,7,0,0
191,7,4,19
647,0,7,134
644,7,2,0
424,5,5,43
246,1,1,0
495,7,4,8
319,0,4,0
355,5,7,17
202,7,6,0
543,7,3,0
324,4,3,51
705,6,1,0
132,2,6,163
494,5,0,0
51,4,7,0
138,3,0,7
259,7,2,0
701,5,4,35
231,0,4,13
407,1,7,394
211,6,7,61
258,6,4,9
114,0,1,0
499,1,0,0
440,3,5,20
659,3,4,0
371,4,7,0
270,6,7,23
630,7,3,0
340,4,7,10
344,6,5,0
400,1,7,71
658,2,3,0
256,6,4,14
508,3,7,47
653,0,4,20
94,2,3,75
452,0,5,25
482,5,3,0
659,2,2,0
168,4,3,43
410,0,3,113
75,3,6,12
162,5,2,0
438,1,3,53
279,5,1,0
382,1,7,107
12,0,0,14
661,4,2,0
466,4,7,8
94,1,0,0
485,4,3,45
587,0,4,10
33,1,2,97
609,1,2,0
292,3,7,19
710,4,7,0
225,2,7,5
14,5,1,3
418,2,3,0
613,3,3,0
698,6,0,0
450,0,2,20
543,5,2,0
282,5,3,5
262,2,7,14
43,0,4,143
698,2,1,0
266,6,3,0
415,7,5,0
38,3,7,68
544,6,0,0
106,2,4,17
681,0,0,0
433,5,6,139
85,4,3,28
523,0,0,67
7,1,4,0
38,5,5,195
499,6,1,45
548,4,7,135
339,2,2,64
387,1,0,0
247,1,0,0
532,0,5,49
290,4,4,0
170,4,3,0
239,0,4,13
369,3,7,0
30,0,1,0
118,2,4,50
449,3,0,0
586,2,1,0
460,7,0,0
512,3,6,0
495,3,0,0
724,4,5,708
259,1,3,67
665,4,2,0
421,3,2,226
43,1,1,14
542,2,2,15
598,2,7,159
215,5,5,40
504,3,4,176
498,7,6,22
163,5,6,402
218,3,5,50
181,0,4,19
3,5,7,0
301,2,1,6
330,5,3,0
118,6,4,4
266,1,0,0
363,1,3,57
65,1,4,66
477,0,4,61
12,6,5,8
652,6,1,0
330,0,5,135
622,3,2,0
68,6,3,49
625,3,1,37
271,7,3,0
132,4,6,87
471,7,4,8
85,3,5,547
425,4,6,75
664,3,1,20
687,3,3,0
194,7,5,8
65,6,2,3
29,5,0,0
505,2,4,53
478,0,7,138
476,1,6,138
419,2,0,0
82,3,7,95
107,0,3,13
7,6,6,24
168,7,6,0
701,2,4,238
307,0,4,89
475,2,3,103
211,0,0,8
324,5,4,16
356,6,2,0
24,4,5,32
660,5,4,20
268,5,3,0
3,2,4,0
597,3,1,10
67,2,0,9
608,5,4,0
224,5,1,0
97,6,4,29
438,1,2,13
656,2,2,20
710,7,2,0
222,1,3,8
420,3,4,12
572,0,7,226
243,0,3,9
71,3,7,21
321,6,1,0
710,5,1,0
174,6,5,0
345,7,3,0
283,6,0,0
95,3,6,51
4,0,5,3
333,4,7,46
722,6,5,59
95,6,3,22
455,6,4,45
135,0,5,109
143,2,7,28
130,5,3,4
14,2,1,0
494,4,4,167
650,0,1,12
336,6,0,0
161,4,4,37
346,1,7,0
378,5,2,7
244,3,2,0
295,1,3,0
118,4,6,20
284,0,0,9
457,2,0,0
648,3,6,133
179,0,6,0
510,2,4,0
633,7,6,0
648,2,6,133
317,1,5,32
489,6,0,0
128,6,4,4
88,5,0,0
274,2,4,5
165,5,6,106
557,7,4,10
37,5,6,32
576,2,5,677
78,5,1,0
699,5,3,22
46,5,0,0
650,6,0,0
527,0,5,746
543,0,0,15
628,2,6,175
158,6,4,0
111,5,6,10
489,0,5,0
687,3,4,0
605,3,4,167
681,4,1,0
466,4,3,0
233,1,5,29
678,4,6,12
212,1,4,81
603,0,5,46
614,6,2,0
255,0,7,44
98,5,4,13
406,1,5,406
15,6,5,104
331,7,3,6
161,6,2,0
571,3,4,194
48,5,5,27
506,6,0,0
665,3,2,12
611,3,3,0
148,6,5,0
669,6,7,63
315,4,6,61
31,3,7,0
82,2,3,291
157,6,7,18
186,2,2,19
426,2,7,51
97,3,5,63
332,0,5,129
459,7,2,0
394,4,0,0
720,6,7,36
609,4,5,0
497,6,7,22
83,7,2,0
529,6,4,15
604,7,1,0
68,3,3,64
97,4,3,33
182,0,7,12
719,7,0,0
6,0,7,0
427,7,5,12
28,6,6,0
567,4,5,100
707,6,5,78
608,1,6,11
231,1,2,16
489,0,3,0
476,3,7,34
359,3,6,497
25,5,2,3
631,1,4,0
90,7,1,0
636,3,2,0
388,2,1,0
254,7,2,0
571,7,4,10
499,4,4,45
368,6,5,0
523,1,1,53
592,6,7,54
325,3,1,42
324,6,4,0
439,0,2,13
551,7,5,9
664,1,7,267
531,3,7,65
296,0,3,6
137,2,4,115
728,6,3,23
473,5,2,8
136,3,7,74
727,7,4,95
339,0,4,33
200,3,5,0
584,0,7,0
558,7,1,0
243,7,4,0
245,7,0,0
125,2,7,0
568,1,1,0
58,0,1,0
447,2,4,45
17,1,5,276
474,2,1,0
507,1,5,38
21,5,5,36
725,3,6,2795
500,3,7,95
478,1,1,8
676,5,3,0
423,1,4,82
574,4,0,0
670,3,2,20
147,3,5,30
339,4,2,0
494,0,7,100
194,4,3,36
655,6,5,12
92,4,0,26
692,6,5,0
3,4,1,3
674,3,7,21
213,4,2,0
442,1,2,13
249,4,7,5
594,0,0,34
555,0,7,158
38,2,4,100
510,0,1,0
495,6,2,0
729,2,0,0
193,7,6,12
24,5,6,6
263,3,5,84
173,6,7,0
459,5,6,0
500,6,0,0
603,6,1,11
630,5,4,49
524,0,6,243
168,0,6,207
294,4,1,0
124,5,0,0
567,4,4,135
564,2,1,0
552,0,1,52
556,1,0,0
631,6,1,0
116,3,0,0
584,4,5,17
14,3,3,19
15,7,4,24
698,1,5,169
714,0,6,22
290,0,4,0
201,2,0,0
595,4,1,27
192,7,3,0
176,4,4,7
503,4,7,117
429,5,5,55
602,7,0,0
352,2,6,162
462,1,5,56
176,0,6,0
676,3,5,173
560,2,5,0
209,6,5,73
638,4,7,49
558,0,4,0
559,5,0,0
653,5,0,0
79,2,2,10
26,2,0,0
258,7,4,5
121,4,1,4
184,5,2,0
396,4,7,41
296,2,1,0
66,5,0,0
186,6,5,4
132,1,3,94
580,1,7,88
17,2,0,0
675,6,1,0
193,2,3,20
86,4,4,28
478,7,6,13
717,5,2,0
31,2,3,0
129,5,1,0
518,2,3,123
132,5,0,0
524,1,3,137
677,2,4,33
62,6,4,6
665,2,1,0
253,5,3,9
54,3,5,3
547,4,0,0
553,2,2,52
32,2,6,32
86,5,5,152
56,6,5,6
726,2,6,7374
151,1,0,0
78,1,4,10
279,2,5,9
686,7,3,0
71,4,4,30
722,7,4,73
223,7,1,0
430,2,0,0
297,6,3,15
452,4,4,66
417,4,7,0
118,7,0,0
406,4,1,11
22,0,4,44
623,4,6,36
188,1,6,7
121,0,6,21
459,0,0,0
314,4,6,93
604,1,1,0
64,6,6,19
458,3,1,21
655,0,1,0
542,4,6,31
25,0,5,18
39,5,7,419
51,7,2,0
318,5,0,0
14,0,1,14
430,4,3,70
299,4,3,43
127,7,1,0
576,6,2,0
215,7,4,5
623,5,4,82
7,0,2,3
107,3,3,13
486,0,5,14
468,0,0,13
217,4,3,34
627,7,4,30
248,6,3,0
469,2,6,82
468,0,7,8
488,2,4,22
656,5,4,0
55,1,6,6
345,7,6,0
614,2,2,28
201,3,4,0
252,0,7,31
506,6,1,9
382,0,4,79
511,2,3,15
699,4,4,78
106,6,0,0
267,5,7,14
303,2,0,0
182,0,4,15
376,3,4,124
302,5,3,15
330,0,2,20
180,2,1,0
84,0,5,452
393,2,2,0
373,3,4,92
364,5,7,22
298,2,3,0
515,0,4,0
74,7,3,4
576,5,2,0
8,0,1,3
527,1,3,129
718,6,1,13
427,6,2,0
307,2,6,147
36,2,5,178
540,7,5,25
566,4,1,0
562,0,2,0
256,1,5,89
441,4,3,0
142,3,1,11
573,2,5,200
10,6,2,0
507,0,3,76
590,6,0,0
221,3,1,0
63,7,1,0
498,2,2,45
666,0,5,165
601,0,3,103
36,0,2,57
590,5,1,0
725,3,7,590
147,4,4,7
395,3,3,0
423,6,2,0
87,2,3,177
24,2,4,14
684,3,1,0
710,7,3,22
397,6,7,11
711,1,3,0
680,6,2,0
311,5,0,0
2,0,6,3
635,4,3,0
152,4,2,0
36,6,4,18
458,3,5,103
678,2,0,0
534,0,3,15
657,5,5,0
262,4,4,58
284,2,3,38
462,3,3,27
119,7,3,0
568,1,5,184
481,4,6,290
361,0,5,159
630,0,3,19
480,1,0,0
201,3,3,0
303,3,4,79
434,6,7,8
577,3,0,0
553,6,7,26
593,1,2,88
422,2,0,7
465,4,5,8
716,1,7,203
324,2,6,20
132,6,5,4
525,6,2,0
479,0,3,77
483,7,5,22
511,1,0,0
290,5,6,0
401,4,4,71
371,6,5,0
147,3,3,7
528,5,5,95
599,5,4,44
167,2,5,490
17,1,4,55
76,3,0,0
659,0,3,12
583,2,3,10
15,2,1,0
319,3,1,0
117,2,5,70
290,2,6,0
136,6,2,0
192,7,7,5
394,2,7,0
28,3,5,0
247,4,3,9
569,2,6,268
308,7,2,0
430,5,6,294
390,5,6,23
61,0,3,171
721,4,0,23
537,5,1,0
239,5,0,0
192,5,6,36
513,0,7,15
437,3,0,0
619,4,3,110
147,0,0,0
131,6,6,0
470,1,1,0
184,0,5,24
126,4,6,0
235,5,5,34
89,7,5,22
253,2,1,0
230,7,4,5
234,7,4,13
634,4,1,0
552,6,2,16
625,6,7,30
323,5,4,6
519,5,0,0
667,1,5,223
125,6,4,0
189,0,3,46
264,7,4,5
518,2,0,0
615,2,6,64
21,0,2,24
609,4,0,0
704,2,1,13
721,4,4,45
463,7,1,0
112,7,5,0
599,3,6,281
460,4,5,77
83,0,3,310
314,3,5,129
325,3,7,10
693,6,0,0
669,1,1,0
720,1,6,200
46,0,7,89
147,4,7,7
565,3,6,32
378,5,1,0
668,4,7,71
251,2,7,17
503,4,2,0
321,4,0,0
409,1,4,137
13,7,1,0
357,2,6,308
199,1,0,0
556,2,2,32
170,1,4,0
258,6,1,9
272,6,5,14
556,2,6,142
232,4,4,13
522,3,4,61
66,6,6,15
427,1,2,51
685,6,6,33
360,7,2,0
468,1,5,56
642,1,4,60
584,4,6,17
441,3,5,0
322,3,1,0
354,2,2,27
132,4,2,0
187,7,0,0
286,2,0,0
74,5,6,0
711,2,4,0
225,6,6,0
673,5,5,41
704,0,0,22
8,5,7,11
141,0,2,42
549,0,6,439
21,7,1,0
203,6,6,0
46,2,5,104
399,7,7,37
424,5,4,39
42,0,3,120
722,2,2,82
207,1,3,149
285,1,3,65
592,5,3,0
167,1,2,30
617,3,7,64
40,7,2,0
135,6,2,0
215,1,1,5
16,0,0,14
306,0,6,128
629,3,3,78
589,1,4,44
551,4,4,55
407,3,6,715
418,2,4,0
674,0,1,0
249,4,5,0
153,5,5,263
482,5,6,45
651,2,3,122
319,7,0,0
593,2,2,105
55,1,3,6
315,3,0,0
482,1,5,86
590,2,3,115
536,1,5,15
299,2,1,0
346,6,7,0
118,7,2,0
223,5,2,0
519,4,7,91
697,6,4,0
403,1,1,41
168,3,6,177
239,1,4,13
142,1,6,972
263,0,5,14
200,3,2,0
184,5,6,7
186,6,7,7
503,7,0,0
406,4,3,96
518,4,2,0
203,6,4,0
341,5,7,21
89,2,7,26
608,5,1,0
720,1,1,0
116,1,1,0
456,4,2,0
731,7,5,118
211,0,4,53
197,7,5,0
104,1,6,4
321,3,2,0
664,6,2,0
368,1,3,0
269,2,6,18
497,4,3,14
588,6,7,0
688,3,4,140
546,5,2,15
441,0,2,0
697,3,4,112
69,6,3,9
313,5,6,170
550,7,2,0
507,2,6,205
697,2,2,125
622,3,6,110
601,5,1,0
714,7,0,0
260,5,1,0
463,4,6,0
29,3,5,0
404,3,4,60
607,0,6,46
658,4,1,0
146,7,2,0
490,4,0,0
230,2,7,13
455,2,5,45
137,3,4,83
471,4,7,82
574,6,4,10
542,3,0,15
704,5,5,112
175,5,1,0
558,7,7,10
578,6,6,98
188,4,5,43
529,1,3,71
145,0,1,0
380,3,7,114
442,2,5,0
72,0,6,26
145,7,5,4
422,4,4,63
503,2,4,123
360,0,5,646
271,4,4,5
299,3,1,0
572,5,2,58
144,7,2,0
433,1,5,172
697,5,5,125
680,4,6,0
611,3,1,0
255,3,3,27
97,0,5,63
14,3,2,24
656,6,3,0
666,0,4,102
28,2,3,0
492,5,0,0
124,3,5,0
542,0,5,55
242,0,4,22
464,3,2,0
706,2,7,69
616,1,4,64
241,3,0,0
503,5,0,0
332,0,3,51
193,1,2,20
54,4,1,0
78,2,6,4
419,6,2,0
414,0,3,12
712,5,7,0
208,4,3,12
149,6,3,0
685,6,0,0
202,6,7,5
666,2,7,192
336,3,5,422
156,5,0,0
21,3,6,265
229,4,6,5
727,0,0,250
109,3,7,13
236,2,2,21
35,1,3,326
232,0,5,8
296,1,1,0
114,7,2,13
248,7,1,0
316,6,2,16
146,2,6,18
466,3,5,8
561,7,0,0
8,3,4,5
223,6,0,0
391,6,5,0
373,4,4,96
591,2,5,166
427,4,0,0
449,4,6,13
616,2,7,121
520,6,6,15
566,0,3,94
218,0,7,16
239,1,6,59
708,1,7,43
508,3,4,29
15,7,6,3
731,5,7,236
60,6,7,9
453,1,1,20
38,6,0,0
298,2,2,0
130,6,1,0
394,2,4,0
324,6,6,6
40,4,2,0
603,6,2,18
225,2,3,0
89,0,7,85
12,4,0,0
459,6,1,0
368,3,3,0
646,7,6,30
655,3,4,39
538,1,1,0
593,6,1,0
84,1,0,0
195,1,4,16
553,3,0,16
293,0,6,15
710,6,4,13
390,0,0,0
514,0,1,9
449,5,0,0
234,0,5,16
530,7,7,15
128,4,7,28
603,7,1,0
326,7,4,0
477,3,0,0
148,4,4,0
590,5,3,0
243,1,3,44
446,2,0,0
207,1,5,169
107,0,7,23
20,4,3,46
184,0,7,7
315,3,6,113
675,1,6,140
530,6,0,0
456,6,1,0
310,5,7,15
387,1,6,78
515,0,0,9
697,2,1,0
575,1,0,0
165,0,1,44
400,5,6,71
274,4,5,9
409,5,1,0
158,4,3,14
136,6,3,0
534,3,7,31
129,3,6,196
536,6,4,0
71,7,7,0
278,6,2,0
585,1,2,17
516,4,6,9
679,3,0,0
33,3,7,100
229,7,4,13
38,4,1,3
374,0,7,103
98,6,1,0
354,5,1,6
694,6,2,0
492,6,2,0
41,4,4,158
156,1,6,124
683,5,7,12
284,2,1,5
467,7,0,0
463,2,5,13
309,2,0,0
683,3,0,0
508,6,4,0
88,6,3,16
481,7,2,0
377,6,3,0
129,4,2,0
301,0,7,74
223,6,5,0
428,5,2,0
674,3,3,161
407,6,6,18
606,3,0,0
456,5,5,90
453,6,7,8
462,6,6,8
76,3,5,4
223,2,3,0
537,0,1,0
455,7,7,45
412,2,0,0
531,0,2,40
595,4,3,44
500,6,2,0
548,4,6,184
244,6,1,0
118,1,6,29
387,2,6,149
699,3,5,462
130,2,2,17
344,4,1,0
546,1,2,49
616,7,4,0
383,2,7,63
257,1,6,67
310,0,4,83
59,5,1,3
272,1,1,0
435,5,0,0
69,4,3,171
326,6,7,10
693,4,4,140
304,5,3,15
400,6,3,66
420,2,4,24
229,4,5,26
560,5,2,0
145,7,4,25
30,5,3,0
421,3,0,0
227,5,1,0
245,6,2,0
539,4,4,15
652,2,6,102
53,5,0,0
470,5,6,8
243,6,6,0
592,3,4,186
487,1,4,0
33,2,5,639
553,1,3,100
492,5,7,8
263,7,5,14
294,6,7,9
68,2,7,274
269,3,6,18
389,6,1,0
446,3,0,0
608,4,7,0
62,0,7,150
147,6,5,0
686,7,0,0
90,4,3,16
102,5,1,0
306,0,5,64
68,7,3,3
191,1,1,12
424,5,6,7
688,1,1,0
706,6,4,35
661,2,0,0
493,7,5,8
466,2,0,0
579,7,2,0
624,1,7,86
731,5,2,14
729,7,6,0
285,3,1,0
619,2,4,149
693,5,6,54
97,1,2,20
704,4,6,225
438,1,6,20
634,3,6,0
313,3,0,0
319,0,5,0
461,5,7,27
412,1,7,51
273,5,2,0
337,5,2,0
497,7,7,59
731,1,4,73
508,1,0,0
221,2,2,8
272,3,6,9
659,1,7,0
424,1,0,12
511,5,6,0
569,2,4,110
410,7,1,0
305,1,7,58
91,3,5,379
493,5,7,8
179,6,4,0
153,5,3,4
207,7,0,0
713,1,3,13
313,1,0,0
370,5,4,0
552,7,0,0
153,7,3,0
557,1,1,0
159,7,2,0
583,4,6,10
293,3,1,30
485,2,2,59
180,1,7,7
570,2,1,26
95,3,7,44
115,0,5,29
59,2,5,186
70,4,3,69
125,0,0,0
633,0,4,0
4,5,3,0
263,0,7,89
352,3,7,37
676,3,2,41
18,7,1,0
516,6,6,9
421,0,1,7
308,0,6,132
245,1,5,5
575,4,7,235
376,4,5,57
638,5,0,0
566,5,6,52
358,4,2,17
579,2,7,88
561,3,7,0
47,6,3,0
249,3,0,0
250,3,5,9
206,3,3,48
328,1,0,6
320,6,3,0
435,6,5,45
31,3,0,3
373,2,6,249
653,1,3,63
201,1,4,0
375,6,0,0
702,2,2,78
29,2,7,6
370,4,1,0
396,4,3,0
14,2,3,58
438,2,1,0
187,0,6,27
314,7,2,0
146,4,0,0
513,0,0,0
36,4,1,11
256,3,1,0
437,5,4,20
509,0,5,53
288,4,1,6
273,5,3,0
201,5,4,0
612,6,1,0
119,3,5,46
188,6,0,0
418,6,6,0
301,3,4,107
617,4,4,121
610,4,6,0
576,7,6,0
70,6,3,6
38,0,1,18
4,5,2,0
592,5,5,71
134,4,1,4
616,3,5,167
505,0,2,53
359,5,1,0
539,3,1,0
253,7,3,0
625,0,2,67
395,1,4,0
450,3,5,106
92,1,5,196
262,4,0,0
167,3,3,62
335,7,2,0
157,3,4,110
665,2,2,82
579,6,3,10
650,4,3,141
308,6,7,6
4,7,6,30
389,0,1,18
221,6,0,0
156,0,0,7
558,3,3,16
64,5,3,3
317,2,4,16
699,5,5,112
649,2,1,0
377,5,1,0
517,7,1,0
640,2,6,116
632,3,0,0
682,7,0,0
217,5,6,13
242,2,3,58
609,2,2,11
143,5,7,31
438,7,3,8
117,2,4,20
149,1,1,0
358,0,2,48
366,2,2,7
151,2,7,4
324,3,2,20
110,6,2,0
517,2,0,0
528,7,7,15
554,0,1,0
688,0,2,333
631,0,3,30
30,7,0,0
129,5,2,0
200,6,3,0
353,3,1,6
243,3,3,22
320,5,6,0
414,4,0,0
133,0,4,109
251,1,5,36
708,2,3,0
174,4,1,0
710,1,2,0
578,4,1,34
275,1,2,14
722,0,4,390
166,7,6,0
434,5,6,66
244,5,1,0
449,6,3,0
391,4,2,0
76,6,0,0
258,5,1,0
597,3,5,396
270,4,3,18
451,3,6,78
340,1,2,64
334,6,5,160
347,4,1,0
266,2,0,5
216,0,7,42
232,2,1,29
134,7,5,17
425,1,1,7
322,1,2,0
389,4,5,53
712,6,2,0
475,0,0,0
5,4,5,0
36,2,2,37
36,2,4,149
114,6,6,4
119,4,7,43
241,3,6,31
157,2,0,0
112,7,0,0
22,7,4,5
100,7,3,0
218,2,1,0
694,1,5,214
498,2,1,0
672,6,2,0
178,7,0,0
498,4,7,217
410,4,1,0
269,7,4,0
327,2,0,0
617,5,6,36
654,0,4,31
413,0,2,19
443,2,6,0
214,7,4,12
181,3,0,0
693,3,5,214
656,2,4,0
43,0,6,1370
29,1,2,0
153,5,2,7
236,3,3,34
493,3,1,8
675,4,7,86
463,7,4,0
335,2,5,505
255,2,7,58
428,4,1,7
473,7,7,0
712,3,6,0
322,4,6,0
676,7,4,12
284,3,2,9
40,4,5,195
461,0,2,27
496,7,1,0
38,1,6,315
228,0,0,0
524,6,7,15
437,6,2,13
525,0,2,114
49,4,1,15
415,2,7,19
182,1,3,7
366,1,6,28
280,6,4,14
85,6,1,0
624,0,6,127
210,6,1,0
330,7,7,103
477,7,6,0
28,6,0,0
638,2,2,37
16,1,2,46
75,3,4,0
714,0,0,22
505,7,3,0
70,1,3,124
213,7,2,5
22,2,7,51
294,2,7,15
121,0,1,0
43,6,7,49
77,6,1,0
76,1,1,0
378,4,7,68
43,4,3,72
312,2,2,36
634,2,6,0
307,2,2,40
579,0,2,71
255,0,6,36
165,0,4,464
101,0,5,0
100,4,1,4
653,6,1,0
607,7,1,0
637,3,2,0
171,7,7,0
44,2,6,1774
453,5,5,73
672,6,1,0
290,6,1,0
656,0,4,0
431,4,3,106
325,3,0,0
334,5,1,6
111,5,5,43
200,7,1,0
13,2,0,0
41,1,1,6
4,0,7,0
430,0,3,168
210,1,5,105
284,7,5,23
707,0,5,35
12,7,4,5
696,4,5,69
291,1,6,0
185,3,7,19
723,0,3,309
431,5,7,39
651,6,0,0
661,0,6,63
275,3,4,5
690,6,0,0
682,2,4,21
32,2,2,49
39,1,2,140
239,6,2,0
438,1,5,40
228,2,0,0
19,4,4,41
472,1,6,90
459,6,4,13
336,3,3,125
391,5,3,11
297,7,4,0
526,6,4,23
548,2,1,0
233,7,3,8
546,6,3,9
344,6,4,6
106,4,5,13
668,4,0,0
567,3,1,16
567,5,0,0
656,6,5,31
418,0,0,0
540,4,3,0
613,1,1,0
25,4,4,40
2,0,0,0
470,7,6,0
417,7,3,0
40,7,4,49
156,7,1,0
683,0,1,0
444,2,7,13
500,7,7,50
90,0,2,28
94,2,5,98
523,5,6,114
258,2,0,0
545,6,0,0
364,6,0,0
438,7,1,0
647,2,4,194
